Date,RELIANCE-EQ O,RELIANCE-EQ H,RELIANCE-EQ L,RELIANCE-EQ C,RELIANCE-EQ V
10-01-2019 15:15,1107.5,1108.5,1106.6,1108,380592
10-01-2019 14:45,1104.5,1108.5,1104,1107.4,599154
10-01-2019 14:15,1105.4,1105.6,1103,1104.55,287754
10-01-2019 13:45,1105.05,1107.5,1103.5,1105.5,215509
10-01-2019 13:15,1105.5,1106,1103,1105,243435
10-01-2019 12:45,1105.3,1106,1104,1105.5,198582
10-01-2019 12:15,1105.5,1106,1104.55,1105.25,206944
10-01-2019 11:45,1105.5,1105.95,1104.05,1105.5,166389
10-01-2019 11:15,1105.35,1106,1103.9,1105.5,266677
10-01-2019 10:45,1105.35,1106.95,1105,1105.45,258760
10-01-2019 10:15,1107.35,1107.45,1105.3,1105.4,352101
10-01-2019 09:45,1106.95,1109.7,1106.1,1107.45,291889
10-01-2019 09:15,1107.3,1110.7,1104.65,1106.95,602451
09-01-2019 15:15,1111.3,1112.45,1107.35,1109.25,340767
09-01-2019 14:45,1107.5,1112.45,1105.6,1111.45,571658
09-01-2019 14:15,1105.5,1108,1101.65,1107.2,402649
09-01-2019 13:45,1113.75,1114.35,1099,1105.25,914149
09-01-2019 13:15,1114.95,1117,1113.9,1114.05,338778
09-01-2019 12:45,1113.25,1115.75,1113.15,1114.95,357640
09-01-2019 12:15,1112.3,1114,1110.25,1113.25,221884
09-01-2019 11:45,1111.95,1113.25,1110.7,1112.3,190931
09-01-2019 11:15,1109.05,1113.5,1108.7,1111.95,251233
09-01-2019 10:45,1111.35,1112.3,1107.05,1108.6,528661
09-01-2019 10:15,1113,1114.55,1110.4,1111.3,383106
09-01-2019 09:45,1114,1114.5,1111.4,1113,431939
09-01-2019 09:15,1111.5,1115.8,1108,1114,821243
08-01-2019 15:15,1105.15,1106,1100,1101,511901
08-01-2019 14:45,1107,1107.5,1104.25,1105,824468
08-01-2019 14:15,1107.65,1109.9,1106.7,1106.75,336618
08-01-2019 13:45,1103.25,1109.95,1103.05,1108.15,603792
08-01-2019 13:15,1100.85,1105,1100,1103.25,340226
08-01-2019 12:45,1102.3,1104,1100.55,1100.55,148948
08-01-2019 12:15,1102.05,1103.9,1100.7,1102.3,177884
08-01-2019 11:45,1102,1102.05,1099.5,1102,169155
08-01-2019 11:15,1100.9,1104,1100,1101.85,232086
08-01-2019 10:45,1104.5,1104.5,1099,1100.9,477263
08-01-2019 10:15,1106.05,1108.75,1104.05,1104.15,418831
08-01-2019 09:45,1098.5,1107.75,1098,1106,736056
08-01-2019 09:15,1104.75,1105.1,1096,1098.5,635035
07-01-2019 15:15,1104.9,1106.8,1103.35,1105.5,520217
07-01-2019 14:45,1108.35,1108.95,1101,1104.9,817452
07-01-2019 14:15,1111.25,1112,1107.3,1108.35,292264
07-01-2019 13:45,1110.35,1112,1107,1111.25,286421
07-01-2019 13:15,1111.55,1113.45,1108.75,1110.35,240429
07-01-2019 12:45,1109.9,1112,1109.45,1111.55,161704
07-01-2019 12:15,1111.95,1112.15,1108.4,1110,296572
07-01-2019 11:45,1108.95,1112.25,1108.9,1111.95,248055
07-01-2019 11:15,1113,1113.6,1106,1108.95,438983
07-01-2019 10:45,1115.6,1116.5,1110.5,1113,413989
07-01-2019 10:15,1116.75,1118.4,1115,1115.6,485302
07-01-2019 09:45,1112.7,1116.8,1110.05,1116.8,610984
07-01-2019 09:15,1108,1113.7,1107.05,1112.65,679049
04-01-2019 15:15,1098.05,1099.95,1095.95,1099.95,423273
04-01-2019 14:45,1097,1101,1094.8,1098.3,697820
04-01-2019 14:15,1091.65,1098,1089.3,1097.15,543605
04-01-2019 13:45,1102.5,1102.5,1091.35,1091.7,478218
04-01-2019 13:15,1095.65,1104.45,1094.1,1102.5,607754
04-01-2019 12:45,1097.35,1100,1094,1095.65,587578
04-01-2019 12:15,1092.2,1099,1091.8,1097.45,769974
04-01-2019 11:45,1092.85,1093.5,1090.7,1092.25,471852
04-01-2019 11:15,1090.1,1093.3,1090.1,1092.55,388660
04-01-2019 10:45,1087.7,1093.8,1084.75,1090.15,626472
04-01-2019 10:15,1087.9,1090.5,1084.85,1087.7,503323
04-01-2019 09:45,1084.75,1088.25,1081.4,1087.75,590540
04-01-2019 09:15,1097.85,1097.85,1083.65,1084.75,1761936
03-01-2019 15:15,1091.85,1093.1,1090.3,1090.3,494047
03-01-2019 14:45,1093.7,1096.5,1090.1,1091.9,708624
03-01-2019 14:15,1095,1098.3,1092.9,1093.65,675441
03-01-2019 13:45,1098.55,1099.65,1094,1095,727168
03-01-2019 13:15,1102.7,1105.7,1096.05,1098.6,675123
03-01-2019 12:45,1102.35,1104.45,1100.6,1102.7,246407
03-01-2019 12:15,1100.45,1104.65,1099.4,1102.6,349973
03-01-2019 11:45,1102,1103.55,1099.25,1100.3,452223
03-01-2019 11:15,1105.15,1106,1100.25,1102,501567
03-01-2019 10:45,1106.75,1107.6,1104.3,1105.15,347324
03-01-2019 10:15,1110.65,1114.6,1105.65,1106.75,668148
03-01-2019 09:45,1110.75,1111.25,1106.35,1110.7,538349
03-01-2019 09:15,1108,1111,1102,1110.4,1049975
02-01-2019 15:15,1106.2,1107.7,1103.7,1104.35,446533
02-01-2019 14:45,1108,1109.75,1104.15,1106.9,597083
02-01-2019 14:15,1104.45,1109.25,1101.1,1107.65,558858
02-01-2019 13:45,1105.25,1107.35,1101,1104.45,547152
02-01-2019 13:15,1112.15,1112.65,1103,1105.2,796986
02-01-2019 12:45,1114,1114,1110.3,1112.15,624877
02-01-2019 12:15,1121.4,1121.7,1114,1114.05,699727
02-01-2019 11:45,1123,1124.15,1120.1,1121.4,311192
02-01-2019 11:15,1121.5,1124.45,1121.25,1122.75,219380
02-01-2019 10:45,1122.1,1124.4,1121,1121.25,269721
02-01-2019 10:15,1118.7,1126.9,1118.7,1122.1,590212
02-01-2019 09:45,1116.85,1120.95,1114.15,1118.7,486598
02-01-2019 09:15,1114.4,1121.15,1113.1,1116.8,988242
01-01-2019 15:15,1120.9,1121.5,1119.35,1120.05,533723
01-01-2019 14:45,1120.25,1123.65,1118.65,1120.95,860277
01-01-2019 14:15,1113.05,1121,1113,1120.3,716338
01-01-2019 13:45,1113,1116.5,1112.4,1113,288628
01-01-2019 13:15,1118.25,1118.7,1111.65,1113.2,363010
01-01-2019 12:45,1117.1,1118.65,1117,1118.25,98714
01-01-2019 12:15,1119.75,1120.25,1116.45,1117.4,152950
01-01-2019 11:45,1119,1120.3,1118.5,1119.75,79003
01-01-2019 11:15,1120.2,1120.75,1118.5,1119,91944
01-01-2019 10:45,1118.7,1120.75,1117.1,1120.2,170880
01-01-2019 10:15,1118.6,1120,1117.5,1118.7,160479
01-01-2019 09:45,1120.6,1121,1115.45,1118.6,311818
01-01-2019 09:15,1125.25,1126.75,1118,1120.6,618631
31-12-2018 15:15,1121,1125.65,1120.55,1125.45,647636
31-12-2018 14:45,1120.35,1123.15,1118,1121,900510
31-12-2018 14:15,1123.3,1123.45,1119.1,1120.45,386463
31-12-2018 13:45,1121.25,1123.95,1120.7,1123.25,520145
31-12-2018 13:15,1119.15,1121.4,1118.5,1121.35,392699
31-12-2018 12:45,1119.8,1120.05,1118,1119.2,268459
31-12-2018 12:15,1118.35,1119.9,1116.35,1119.8,401083
31-12-2018 11:45,1118.95,1120.5,1116.2,1118.25,536523
31-12-2018 11:15,1121.95,1122,1116.3,1118.95,861655
31-12-2018 10:45,1122.3,1124.2,1121.3,1121.85,376730
31-12-2018 10:15,1128.25,1129.4,1120.8,1122.3,653547
31-12-2018 09:45,1127.6,1129.3,1126,1128,312171
31-12-2018 09:15,1130.65,1133.3,1125.1,1127.6,953417
28-12-2018 15:15,1123,1127.4,1122.25,1125.6,586211
28-12-2018 14:45,1131.85,1131.95,1122.85,1123.05,950858
28-12-2018 14:15,1130.35,1132.05,1130,1131.65,447580
28-12-2018 13:45,1131.45,1133,1130.3,1130.3,375122
28-12-2018 13:15,1130.1,1132.7,1130,1131.45,452076
28-12-2018 12:45,1130.5,1131.4,1129.1,1130.1,273121
28-12-2018 12:15,1133,1133.25,1128.85,1130.55,339511
28-12-2018 11:45,1129.15,1133.7,1128.55,1133.2,713079
28-12-2018 11:15,1132.4,1133.5,1128.3,1129.25,519009
28-12-2018 10:45,1132.15,1133.95,1131.55,1132.4,291790
28-12-2018 10:15,1131.8,1134.95,1131,1132.5,441427
28-12-2018 09:45,1133.7,1135.25,1131,1131.8,751373
28-12-2018 09:15,1124.75,1134,1122.1,1133.55,1514646
27-12-2018 15:15,1120.9,1121.45,1117.6,1118.1,1329723
27-12-2018 14:45,1122,1123.45,1117.1,1120.8,1302061
27-12-2018 14:15,1123.9,1124.4,1116.6,1121.65,751675
27-12-2018 13:45,1122.95,1126.25,1122.6,1123.85,529475
27-12-2018 13:15,1122.5,1124.75,1121.5,1123,257521
27-12-2018 12:45,1125.45,1125.6,1119.5,1122.6,544744
27-12-2018 12:15,1121.35,1127,1120.75,1125,1702024
27-12-2018 11:45,1118.3,1123.25,1115.5,1121.35,632026
27-12-2018 11:15,1121.6,1121.95,1117.8,1119,402600
27-12-2018 10:45,1117.95,1124.5,1117.65,1121.6,750150
27-12-2018 10:15,1117.4,1118.7,1115.1,1117.95,400670
27-12-2018 09:45,1117.8,1123.65,1116.6,1117.4,988222
27-12-2018 09:15,1107.2,1122.7,1104.1,1118,2868724
26-12-2018 15:15,1099.15,1100,1097.3,1099.7,401305
26-12-2018 14:45,1098,1099.4,1094.4,1099.15,485928
26-12-2018 14:15,1091.55,1100,1091.1,1098,898161
26-12-2018 13:45,1081,1092.65,1080.3,1091.2,1065536
26-12-2018 13:15,1074.2,1081,1072.8,1081,467816
26-12-2018 12:45,1072.5,1076.45,1071,1074.25,355812
26-12-2018 12:15,1072.45,1078,1071,1072.55,512127
26-12-2018 11:45,1068.5,1074,1065.7,1072.55,507174
26-12-2018 11:15,1070.65,1071.5,1068.1,1068.3,369514
26-12-2018 10:45,1070.65,1074.15,1067.5,1070.6,379609
26-12-2018 10:15,1070.35,1072.2,1067.5,1070.65,498973
26-12-2018 09:45,1075.1,1076.75,1070,1070.25,550550
26-12-2018 09:15,1083.85,1086.9,1075.1,1075.1,709603
24-12-2018 15:15,1089.45,1090.35,1088,1089.4,301225
24-12-2018 14:45,1089.95,1091.65,1087.05,1089.55,437263
24-12-2018 14:15,1096.5,1097.35,1086.65,1089.95,593206
24-12-2018 13:45,1097.8,1097.95,1094.05,1096.05,220039
24-12-2018 13:15,1096.55,1099.35,1095.1,1097.95,208746
24-12-2018 12:45,1096.35,1099.35,1095,1096.55,258068
24-12-2018 12:15,1093.6,1100,1092,1096.35,311101
24-12-2018 11:45,1094.95,1095.2,1093,1093.15,108313
24-12-2018 11:15,1093.8,1095.9,1092.15,1094.5,157106
24-12-2018 10:45,1091.55,1095.9,1091.05,1093.95,167663
24-12-2018 10:15,1093.15,1096.8,1091.25,1091.8,215154
24-12-2018 09:45,1097.75,1098.75,1090.25,1093.45,457235
24-12-2018 09:15,1100.9,1103,1092,1097.7,694984
21-12-2018 15:15,1099.35,1099.9,1096,1097.8,1183423
21-12-2018 14:45,1103.45,1107,1099,1099.35,1680196
21-12-2018 14:15,1104.05,1106.4,1102,1103.35,530056
21-12-2018 13:45,1109.55,1111.85,1103.5,1104.1,652408
21-12-2018 13:15,1110.15,1111.2,1109.25,1109.7,277734
21-12-2018 12:45,1110.65,1111.95,1110,1110.1,206263
21-12-2018 12:15,1109.5,1114,1109.5,1110.8,296259
21-12-2018 11:45,1109.55,1111.9,1109.05,1110.05,222722
21-12-2018 11:15,1110,1112.25,1108.1,1109.5,282871
21-12-2018 10:45,1114.2,1115.5,1107.4,1110,588066
21-12-2018 10:15,1121,1121,1109.35,1114.6,814940
21-12-2018 09:45,1126.75,1126.75,1118.5,1121,707295
21-12-2018 09:15,1125.55,1131,1123.5,1126.55,829605
20-12-2018 15:15,1129.65,1130.5,1128.3,1129.85,373368
20-12-2018 14:45,1124.55,1129.7,1123.75,1129.65,613654
20-12-2018 14:15,1124.5,1125.75,1123.15,1124.3,281052
20-12-2018 13:45,1124.4,1125.6,1119.5,1124.5,483612
20-12-2018 13:15,1125.25,1126.3,1123.5,1124.4,252377
20-12-2018 12:45,1124.65,1127.5,1123.65,1125.15,374950
20-12-2018 12:15,1123.2,1126,1122.25,1124.55,329364
20-12-2018 11:45,1119.5,1123.85,1119.25,1123.2,193450
20-12-2018 11:15,1120.75,1123.25,1119.25,1119.7,334499
20-12-2018 10:45,1125.4,1126.5,1116.15,1120.6,757306
20-12-2018 10:15,1128.5,1128.8,1122.4,1125.4,510868
20-12-2018 09:45,1129.45,1132.4,1126.6,1128.35,431422
20-12-2018 09:15,1123.95,1131.65,1123.7,1129.45,784969
19-12-2018 15:15,1135.8,1136.5,1133.3,1134.85,588776
19-12-2018 14:45,1143.4,1143.5,1133.9,1135.75,820967
19-12-2018 14:15,1143.4,1144,1141.05,1143.05,516135
19-12-2018 13:45,1144.35,1145.95,1142.9,1143.35,880761
19-12-2018 13:15,1144.55,1145.3,1141.1,1144.3,402448
19-12-2018 12:45,1143.6,1145.2,1142.8,1144.55,518130
19-12-2018 12:15,1141.85,1143.7,1140.1,1143.55,359492
19-12-2018 11:45,1140.55,1143,1138.6,1141.9,553934
19-12-2018 11:15,1138.65,1141,1137.3,1140.65,283762
19-12-2018 10:45,1142.05,1142.05,1137.25,1138.65,489127
19-12-2018 10:15,1144.55,1145,1142,1142,419556
19-12-2018 09:45,1138.65,1147,1138.6,1144.5,717573
19-12-2018 09:15,1141.9,1145.4,1138.25,1138.55,802368
18-12-2018 15:15,1137,1139,1135.5,1137.95,449556
18-12-2018 14:45,1134.1,1137.5,1132.9,1137.25,606746
18-12-2018 14:15,1134.8,1135.8,1132.4,1134.1,444467
18-12-2018 13:45,1132.35,1134.8,1128.15,1134.75,399289
18-12-2018 13:15,1129,1135.8,1128.1,1132.5,815632
18-12-2018 12:45,1127.1,1129.9,1126.6,1129,261591
18-12-2018 12:15,1126,1128.35,1124.75,1127.05,237481
18-12-2018 11:45,1124.9,1126.95,1123.95,1126,226487
18-12-2018 11:15,1124.9,1125.3,1122.5,1124.9,226929
18-12-2018 10:45,1124.2,1127,1123.25,1124.9,256729
18-12-2018 10:15,1122.8,1125.95,1120.65,1123.8,400938
18-12-2018 09:45,1128.75,1128.75,1121.05,1122.8,669163
18-12-2018 09:15,1125.8,1134,1124.35,1128.75,854128
17-12-2018 15:15,1128.75,1132,1128,1131.5,494084
17-12-2018 14:45,1130.65,1131.8,1128.35,1128.95,482020
17-12-2018 14:15,1126.3,1133,1126.05,1130.5,524762
17-12-2018 13:45,1125.5,1128.5,1125,1126.05,204613
17-12-2018 13:15,1126.9,1129.95,1125.05,1125.35,337719
17-12-2018 12:45,1126.25,1129,1125.4,1126.9,232610
17-12-2018 12:15,1126.8,1127.95,1124.75,1126.3,219466
17-12-2018 11:45,1125,1126.45,1124.95,1126.45,139249
17-12-2018 11:15,1125.6,1128.2,1122.6,1125.2,387435
17-12-2018 10:45,1122.7,1126,1122.15,1125.25,350937
17-12-2018 10:15,1120.75,1124.95,1120.45,1122.35,641150
17-12-2018 09:45,1116.35,1122,1113.6,1121,389183
17-12-2018 09:15,1115.8,1119.8,1111.7,1116.35,647742
14-12-2018 15:15,1113.5,1114.2,1110,1110,497604
14-12-2018 14:45,1108.95,1114.75,1108.3,1113.3,753796
14-12-2018 14:15,1106.8,1109.45,1105.1,1108.95,410251
14-12-2018 13:45,1106.3,1109.65,1103.75,1106.8,347235
14-12-2018 13:15,1110.55,1111.9,1102,1106.3,689330
14-12-2018 12:45,1109.4,1113.75,1109.25,1110.65,425337
14-12-2018 12:15,1106,1112.15,1105,1109.4,399186
14-12-2018 11:45,1103.25,1108,1103.25,1106,325661
14-12-2018 11:15,1105,1106.4,1101.1,1103.25,455834
14-12-2018 10:45,1108.5,1109.7,1104.5,1104.9,372597
14-12-2018 10:15,1109.85,1110.05,1103.95,1108.5,527961
14-12-2018 09:45,1103.3,1111,1103.05,1109.3,1053144
14-12-2018 09:15,1103,1104.9,1092,1103.05,955264
13-12-2018 15:15,1107,1110.6,1105,1105.75,750410
13-12-2018 14:45,1102.65,1107,1095.25,1106.95,1139970
13-12-2018 14:15,1106,1108.5,1100.2,1102.7,967304
13-12-2018 13:45,1116.25,1117.25,1105.15,1106,655674
13-12-2018 13:15,1109.55,1119.55,1108.55,1116.3,719647
13-12-2018 12:45,1108.3,1113,1107.8,1109.95,486339
13-12-2018 12:15,1108.55,1110,1106.4,1108.3,459321
13-12-2018 11:45,1111.65,1113.5,1107.8,1108.95,287119
13-12-2018 11:15,1115.15,1115.5,1103.75,1111.65,1035550
13-12-2018 10:45,1117,1117,1114.05,1115.15,344553
13-12-2018 10:15,1117.3,1118.95,1115,1116.95,303339
13-12-2018 09:45,1115.6,1119.9,1114.25,1117.95,402583
13-12-2018 09:15,1121.2,1123.75,1113.4,1115.65,1708253
12-12-2018 15:15,1111.5,1113.5,1109.9,1111,869643
12-12-2018 14:45,1099,1112,1098.5,1111.7,2236572
12-12-2018 14:15,1097,1100,1095.75,1099,1409367
12-12-2018 13:45,1095.5,1098.75,1095.2,1097,578799
12-12-2018 13:15,1091,1095.7,1089.2,1095.5,326412
12-12-2018 12:45,1093.7,1094.75,1088.15,1091,670823
12-12-2018 12:15,1098,1098,1091.5,1093.7,469881
12-12-2018 11:45,1098,1098.9,1096,1098,416916
12-12-2018 11:15,1096.9,1099.8,1096.5,1098.45,288816
12-12-2018 10:45,1099.85,1099.95,1095.05,1096.85,512626
12-12-2018 10:15,1092.75,1102.3,1092,1099.85,1911146
12-12-2018 09:45,1092.5,1098.2,1092,1092.75,842964
12-12-2018 09:15,1098.15,1102.7,1090,1092.65,2056431
11-12-2018 15:15,1097.1,1101.9,1096,1097,697009
11-12-2018 14:45,1099.7,1100.95,1093,1097.4,856644
11-12-2018 14:15,1089.55,1101.65,1088.3,1099.7,893846
11-12-2018 13:45,1086.25,1094.3,1085.75,1089.65,945777
11-12-2018 13:15,1092.8,1095.55,1083.5,1086.65,808827
11-12-2018 12:45,1081.15,1095,1080.3,1092.85,907646
11-12-2018 12:15,1079.85,1083.95,1077.4,1081.15,543171
11-12-2018 11:45,1086.5,1088.95,1076.35,1079.4,818398
11-12-2018 11:15,1075.1,1087.15,1073.55,1086.1,1544729
11-12-2018 10:45,1067,1075.95,1066.3,1075,945141
11-12-2018 10:15,1069.1,1072,1065.2,1067.05,806293
11-12-2018 09:45,1060.45,1077.65,1060.45,1069.5,1363646
11-12-2018 09:15,1066.8,1073.95,1056.25,1060.85,2341428
10-12-2018 15:15,1091.95,1092.15,1085,1085.5,673281
10-12-2018 14:45,1092.55,1094.45,1091.4,1091.95,660819
10-12-2018 14:15,1091.6,1094.45,1089.4,1092.65,625130
10-12-2018 13:45,1090.95,1094.8,1088.5,1091.55,691827
10-12-2018 13:15,1089.9,1091.1,1089.55,1090.95,357646
10-12-2018 12:45,1087.8,1091.5,1087.5,1089.95,473798
10-12-2018 12:15,1089.35,1089.35,1084.1,1087.75,494297
10-12-2018 11:45,1088.65,1090.1,1087.75,1089.35,383852
10-12-2018 11:15,1086.25,1089.85,1086.05,1088.65,647279
10-12-2018 10:45,1086.85,1088.8,1084.2,1086.25,522040
10-12-2018 10:15,1083.85,1088.55,1083.55,1086.85,690734
10-12-2018 09:45,1092.85,1093.4,1083.3,1083.5,1262593
10-12-2018 09:15,1109.8,1112.6,1090.35,1093,1878950
07-12-2018 15:15,1135.05,1136.95,1132.55,1133.8,494562
07-12-2018 14:45,1131.1,1135.55,1126,1135.05,838099
07-12-2018 14:15,1120.05,1132.45,1116.55,1131,822066
07-12-2018 13:45,1116.5,1120.45,1114.25,1120.25,454990
07-12-2018 13:15,1116,1116.95,1108.6,1115.8,742954
07-12-2018 12:45,1121.15,1122.4,1113.5,1116,376377
07-12-2018 12:15,1120.6,1124.5,1120.15,1120.95,630826
07-12-2018 11:45,1121.05,1121.65,1117.15,1120.45,494747
07-12-2018 11:15,1125.5,1126.05,1118.25,1121.5,525297
07-12-2018 10:45,1126.7,1127,1123.95,1125.5,260146
07-12-2018 10:15,1129.1,1130.3,1125.05,1127,316059
07-12-2018 09:45,1130,1131.7,1127,1129.1,491496
07-12-2018 09:15,1130,1134.65,1129.25,1130.5,747277
06-12-2018 15:15,1123,1124.1,1119,1119,581607
06-12-2018 14:45,1131.2,1133.65,1121.75,1122.95,819531
06-12-2018 14:15,1136.5,1136.5,1130,1131.2,535241
06-12-2018 13:45,1139.05,1140.55,1136,1136.55,254711
06-12-2018 13:15,1142.1,1144.9,1137.5,1139.45,340389
06-12-2018 12:45,1138.9,1143.65,1138.9,1142.1,342304
06-12-2018 12:15,1139.15,1139.9,1137.05,1138.95,215649
06-12-2018 11:45,1139.65,1140.65,1138.35,1139.15,281016
06-12-2018 11:15,1137.7,1139.9,1136.1,1139.8,239326
06-12-2018 10:45,1142.2,1142.8,1134.5,1137.7,679620
06-12-2018 10:15,1141.85,1143.85,1141.2,1142.35,297772
06-12-2018 09:45,1141.5,1144,1140.35,1141.75,405041
06-12-2018 09:15,1148,1148,1140.1,1141.5,863823
05-12-2018 15:15,1154.75,1158.8,1152.75,1158.15,580854
05-12-2018 14:45,1151.95,1155.75,1146.6,1154.6,655881
05-12-2018 14:15,1154.7,1156.4,1149.45,1151.75,405507
05-12-2018 13:45,1154.2,1156.8,1151.3,1154.7,334752
05-12-2018 13:15,1153.6,1154.95,1151.15,1154.5,261557
05-12-2018 12:45,1156.4,1157.95,1152.5,1153.85,469443
05-12-2018 12:15,1148.1,1158.25,1147.75,1156.35,767836
05-12-2018 11:45,1145.95,1148.95,1143.9,1148.1,223296
05-12-2018 11:15,1144.1,1146.6,1142.1,1145.9,205168
05-12-2018 10:45,1143.25,1145.1,1142,1144.1,257517
05-12-2018 10:15,1147.15,1147.15,1142.1,1143.25,382469
05-12-2018 09:45,1147.4,1150,1145.6,1147.15,491967
05-12-2018 09:15,1143.65,1147.8,1139.7,1147.4,773601
04-12-2018 15:15,1152.2,1154.5,1151.1,1153.1,455207
04-12-2018 14:45,1150.5,1153.45,1148.1,1152.3,583702
04-12-2018 14:15,1150.45,1151.85,1146.8,1150.5,205540
04-12-2018 13:45,1151.5,1154.35,1148.3,1150.25,563714
04-12-2018 13:15,1147.2,1154,1143.1,1151.5,506843
04-12-2018 12:45,1147.35,1150.85,1147,1147.2,222327
04-12-2018 12:15,1148.4,1148.95,1146.1,1147.35,185995
04-12-2018 11:45,1145.65,1149.35,1144.3,1148.4,271318
04-12-2018 11:15,1143.8,1146.75,1143,1145.95,163430
04-12-2018 10:45,1148.3,1148.6,1142.2,1143.8,373187
04-12-2018 10:15,1146.15,1149.8,1146,1148.6,312981
04-12-2018 09:45,1150.55,1153,1145,1146.15,501350
04-12-2018 09:15,1157.15,1157.35,1149,1150.5,838298
03-12-2018 15:15,1157.35,1158.1,1155.6,1158,499904
03-12-2018 14:45,1154.05,1157.5,1152.6,1156.85,381513
03-12-2018 14:15,1155.4,1158.55,1153.6,1154.05,326876
03-12-2018 13:45,1157.7,1158.95,1152.1,1155.45,353097
03-12-2018 13:15,1153.5,1159.45,1152.1,1157.7,558472
03-12-2018 12:45,1152.1,1153.95,1150.35,1153.5,262966
03-12-2018 12:15,1154.7,1154.95,1148.5,1152.1,499124
03-12-2018 11:45,1158.35,1158.95,1153.55,1154.7,395717
03-12-2018 11:15,1159.95,1162.6,1157,1158.4,326834
03-12-2018 10:45,1160.15,1160.4,1156.2,1159.65,380875
03-12-2018 10:15,1163,1166,1158.5,1160.5,437140
03-12-2018 09:45,1169.05,1172.4,1161.8,1163.05,473383
03-12-2018 09:15,1174.8,1174.8,1165.8,1169,663549
30-11-2018 15:15,1165.45,1167.8,1165.4,1167.1,2128713
30-11-2018 14:45,1170.6,1173.45,1165.35,1165.4,2497503
30-11-2018 14:15,1166.7,1171.75,1165,1170.7,518903
30-11-2018 13:45,1169.55,1171.15,1163.5,1166.75,459086
30-11-2018 13:15,1166.2,1172.4,1164.65,1169.55,415743
30-11-2018 12:45,1172.7,1172.8,1162.3,1166.2,573132
30-11-2018 12:15,1171.15,1173.2,1169.15,1172.55,269491
30-11-2018 11:45,1177,1177,1167.5,1171.55,855793
30-11-2018 11:15,1184.3,1184.9,1176.25,1177,548456
30-11-2018 10:45,1182.15,1186,1180.95,1184.3,448257
30-11-2018 10:15,1180.85,1185,1180.35,1182.2,471986
30-11-2018 09:45,1175.25,1184,1173.3,1180.8,719173
30-11-2018 09:15,1173.4,1178.85,1171.6,1175.8,800625
29-11-2018 15:15,1166.4,1172.8,1163.95,1167.8,3018125
29-11-2018 14:45,1178,1179,1166,1166.45,2606610
29-11-2018 14:15,1178,1179.9,1176.55,1178,741958
29-11-2018 13:45,1172.75,1178.35,1172.75,1178,696092
29-11-2018 13:15,1173.6,1175,1171.05,1172.9,342407
29-11-2018 12:45,1167.9,1175,1167.75,1173.7,465346
29-11-2018 12:15,1168.9,1170,1163.1,1167.9,564857
29-11-2018 11:45,1172,1172.6,1168.25,1168.9,278464
29-11-2018 11:15,1168.8,1172.65,1168.15,1172.15,307654
29-11-2018 10:45,1171.4,1172.7,1168.15,1168.8,542189
29-11-2018 10:15,1172.85,1175,1171,1171.4,479355
29-11-2018 09:45,1170.5,1173.8,1170.25,1172.85,429166
29-11-2018 09:15,1161.25,1176.75,1161.25,1170.75,2103681
28-11-2018 15:15,1152.25,1155.35,1150.45,1151,686823
28-11-2018 14:45,1157.15,1157.65,1151.65,1152.25,797183
28-11-2018 14:15,1148.7,1157.55,1146.05,1156.95,872862
28-11-2018 13:45,1146.5,1155.55,1145.55,1148.65,1137732
28-11-2018 13:15,1144.8,1147.5,1141.75,1146.8,552799
28-11-2018 12:45,1140,1145.2,1139.9,1144.75,454667
28-11-2018 12:15,1140.65,1142.5,1139.05,1140,268587
28-11-2018 11:45,1140.95,1143,1139.05,1140.7,383129
28-11-2018 11:15,1138.7,1142.2,1138.05,1140.95,540484
28-11-2018 10:45,1133.9,1139.6,1132.9,1138.7,561545
28-11-2018 10:15,1134,1137.15,1130.15,1133.9,531123
28-11-2018 09:45,1129.25,1134.9,1128,1133.95,417494
28-11-2018 09:15,1131,1135.45,1126.5,1129.25,787071
27-11-2018 15:15,1127.9,1130,1127,1128.6,550612
27-11-2018 14:45,1125.7,1129.9,1125,1127.9,757576
27-11-2018 14:15,1123,1126.9,1122.1,1126.2,273319
27-11-2018 13:45,1126.1,1127.5,1120.2,1122.65,427156
27-11-2018 13:15,1124.2,1128,1124.15,1126.15,411709
27-11-2018 12:45,1120.4,1127.7,1118.05,1124.35,605559
27-11-2018 12:15,1119.85,1123.5,1118.5,1120.15,282056
27-11-2018 11:45,1120.05,1122.2,1117.5,1119.8,293598
27-11-2018 11:15,1124.5,1124.75,1118.55,1120.05,330285
27-11-2018 10:45,1122.65,1124.75,1120.1,1124.7,425452
27-11-2018 10:15,1116.25,1124.9,1116,1122.65,893882
27-11-2018 09:45,1117.55,1117.9,1112.5,1116.25,483483
27-11-2018 09:15,1107,1119.5,1106,1117.65,1061733
26-11-2018 15:15,1110.9,1110.95,1108.35,1109.75,466910
26-11-2018 14:45,1109.75,1113.5,1107.35,1110.95,632455
26-11-2018 14:15,1107.7,1111.65,1104.4,1109.55,532767
26-11-2018 13:45,1107.85,1108.95,1106.15,1107.7,296955
26-11-2018 13:15,1103.5,1109.5,1102.3,1108,374875
26-11-2018 12:45,1104.5,1108,1102.15,1103.45,317873
26-11-2018 12:15,1103.6,1105.85,1100.55,1104.6,345661
26-11-2018 11:45,1102.25,1104.15,1097.7,1103.45,445767
26-11-2018 11:15,1104.1,1105,1102,1102.5,228505
