Date,YESBANK-EQ O,YESBANK-EQ H,YESBANK-EQ L,YESBANK-EQ C
25-05-2011,56.02,57.1,55.92,56.65
24-05-2011,54.77,56.68,54.47,56.51
23-05-2011,56,56.3,54.46,54.72
20-05-2011,56.21,56.79,55.31,56.1
19-05-2011,56.76,57.4,55.64,55.92
18-05-2011,57.8,58.16,55,56.37
17-05-2011,58.2,59,57.28,57.68
16-05-2011,58.9,59,58.02,58.35
13-05-2011,58.6,59.96,57.53,59.17
12-05-2011,60.38,60.75,58.28,58.56
11-05-2011,59.57,61.1,59.16,60.48
10-05-2011,59.04,59.66,58.42,59.22
09-05-2011,60.5,60.86,59.14,59.5
06-05-2011,57.53,60.56,57.32,60.05
05-05-2011,56.02,58.3,55.9,57
04-05-2011,57.57,57.72,56.05,56.36
03-05-2011,59.83,61.15,56.81,57.28
02-05-2011,61.44,61.7,59.56,59.83
29-04-2011,64,64,60.48,61.03
28-04-2011,63.6,63.6,61.95,62.08
27-04-2011,63.42,64.18,62.6,63.17
26-04-2011,64,64.26,62.22,63.49
25-04-2011,66,66,62.94,63.86
21-04-2011,66.3,66.3,63.14,63.51
20-04-2011,65.32,66.7,64.83,66.22
19-04-2011,65,65.35,63.67,64.68
18-04-2011,66.6,67.8,64.02,64.26
15-04-2011,67.54,68.22,65.1,66.07
13-04-2011,63.4,67,62.76,66.7
11-04-2011,63.95,64.4,62.57,63.98
08-04-2011,66.03,66.7,63.3,63.68
07-04-2011,63.9,66.4,63.52,66.06
06-04-2011,62.41,64.1,62.21,63.77
05-04-2011,63.21,63.21,61.81,62.42
04-04-2011,62.75,63.1,62.23,62.84
01-04-2011,62.15,63.18,61.6,62.41
31-03-2011,64.4,65.19,61.6,61.92
30-03-2011,61.8,64.39,61.8,64.15
29-03-2011,60,62.08,59.7,61.89
28-03-2011,59.9,60.98,59.51,60
25-03-2011,59.1,60.26,59.04,59.9
24-03-2011,57.39,59.32,57.39,58.96
23-03-2011,55.89,57.36,55.42,57.2
22-03-2011,55,56.34,54.92,55.98
21-03-2011,55,55.34,54,54.85
18-03-2011,55.76,56.47,54.64,54.85
17-03-2011,55.76,56.54,55.02,55.76
16-03-2011,52,56.09,52,55.91
15-03-2011,53.05,53.8,52.8,53.13
14-03-2011,53,54.44,52.65,54.25
11-03-2011,53.82,54.28,52.8,53.37
10-03-2011,54.74,55.09,54,54.34
09-03-2011,55.01,56,54.82,55.09
08-03-2011,54.2,55.26,53.86,54.87
07-03-2011,54.8,54.8,53.42,54.15
04-03-2011,55.19,56.47,54.9,55.07
03-03-2011,54.8,55.58,53.74,54.73
01-03-2011,52.9,55,51.48,54.43
28-02-2011,51.65,52.88,50.61,51.2
25-02-2011,51.26,52.24,48.31,51.07
24-02-2011,53.6,53.91,50.62,51.06
23-02-2011,54.8,55.2,53.42,53.65
22-02-2011,56.2,56.61,54.52,55.01
21-02-2011,56.8,57.17,55.8,56.42
18-02-2011,56.42,57.68,56,56.8
17-02-2011,55.47,56.79,54.82,56.42
16-02-2011,55.74,55.94,54.86,55.47
15-02-2011,54,55.76,53.3,55.45
14-02-2011,52,54.06,51.9,53.85
11-02-2011,48.52,51.8,47.86,51.43
10-02-2011,47.03,49.1,46.81,48.52
09-02-2011,49.2,49.79,46.71,47.22
08-02-2011,52,52.2,49.1,49.47
07-02-2011,52.03,52.8,51.43,51.88
04-02-2011,54.22,54.66,52.11,52.53
03-02-2011,53,54.3,52.6,54.1
02-02-2011,53.4,53.96,52.51,52.9
01-02-2011,52.94,53.57,52.09,52.94
31-01-2011,51.02,52.89,49.98,52.62
28-01-2011,52.8,53.2,50.26,51.7
27-01-2011,55.79,56.14,52.54,52.98
25-01-2011,57.1,57.88,55.34,55.65
24-01-2011,53.93,57.08,53.92,56.86
21-01-2011,54.84,55.7,53.66,53.94
20-01-2011,54.2,55.53,53.05,54.7
19-01-2011,51.83,54.4,51.83,54.03
18-01-2011,51.1,52.45,49.41,51.63
17-01-2011,51,52.38,50.73,50.97
14-01-2011,53.58,54.09,51.8,52.03
13-01-2011,54.9,55.26,52.86,53.56
12-01-2011,54.9,55.4,53.23,55.02
11-01-2011,52.42,55.18,51.36,54.38
10-01-2011,53.6,54.98,51.92,52.25
07-01-2011,56.4,56.59,53.84,54.05
06-01-2011,58.6,59.09,56.4,56.61
05-01-2011,60.93,60.93,58.06,58.26
04-01-2011,63.3,63.54,61.1,61.29
03-01-2011,63,63.39,62.86,63.11
31-12-2010,62,62.98,62,62.56
30-12-2010,61.94,62.03,61.06,61.72
29-12-2010,61.38,62.16,61.11,61.47
28-12-2010,61.2,61.59,60.82,61.21
27-12-2010,61.98,62.18,60.65,61.17
24-12-2010,62.06,62.2,61.22,61.59
23-12-2010,62.2,62.8,61.8,62.03
22-12-2010,60.45,62,60.09,61.84
21-12-2010,57.6,60.07,57.6,59.89
20-12-2010,59.9,59.94,57.46,58.03
16-12-2010,60.45,61.18,59.42,59.8
15-12-2010,61.28,61.94,59.2,60
14-12-2010,61.9,62.25,60.84,61.28
13-12-2010,59.2,61.8,59.2,61.52
10-12-2010,56.8,60.38,55.4,58.74
09-12-2010,60.42,60.76,56,57.2
08-12-2010,62,62.14,59.6,60.21
07-12-2010,64.77,64.9,61.26,61.89
06-12-2010,66,67.52,63.88,64.77
03-12-2010,67.3,67.6,65.06,65.99
02-12-2010,66.6,68.35,66.11,67.14
01-12-2010,61.78,66.94,61.62,65.94
30-11-2010,62.2,62.48,60.75,61.23
29-11-2010,61.94,62.85,61,61.58
26-11-2010,61.22,64.19,58,61.42
25-11-2010,63.32,63.6,60.5,61.03
24-11-2010,64.82,65.59,63,63.32
23-11-2010,65.2,65.98,62,64.76
22-11-2010,64.4,66,64,65.68
19-11-2010,65,66.4,63.06,64.36
18-11-2010,66.62,68.24,61.74,64.44
16-11-2010,71.8,72.02,66,66.45
15-11-2010,69.7,71.55,68.06,71.33
12-11-2010,71.6,71.6,69.02,69.36
11-11-2010,74,74.03,71.02,71.29
10-11-2010,73.68,74.2,73.2,73.76
09-11-2010,74.4,74.8,72.82,73.66
08-11-2010,74.41,75.2,74,74.32
05-11-2010,76.4,76.4,74.6,74.88
04-11-2010,74.64,75.1,74.01,74.42
03-11-2010,74.7,75.19,74.1,74.51
02-11-2010,74.13,75.2,73.19,74.03
01-11-2010,71.9,74,71.9,73.87
29-10-2010,72,72.68,70.2,71.9
28-10-2010,74.01,74.46,71.02,71.83
27-10-2010,75.6,76,73.07,73.79
26-10-2010,74.6,76,73.93,75.77
25-10-2010,74.4,74.8,73.2,74.47
22-10-2010,71.4,74.54,71.3,73.84
21-10-2010,70.47,71.3,68.9,70.76
20-10-2010,69.59,70.79,69.26,70.47
19-10-2010,70.8,71.68,68.96,69.38
18-10-2010,69.6,71.34,68.22,70.96
15-10-2010,70.22,70.22,69.2,69.41
14-10-2010,70.93,71.18,69.85,70.06
13-10-2010,69.98,70.9,69.52,70.54
12-10-2010,66.54,71.28,66.54,69.6
11-10-2010,70.77,71.75,70.21,70.81
08-10-2010,69.13,70.58,68.75,70.28
07-10-2010,70.8,70.8,68.63,68.96
06-10-2010,71.2,71.55,70.2,70.42
05-10-2010,72,72.1,70.4,70.62
04-10-2010,72.34,72.9,71.04,71.8
01-10-2010,70.8,72.09,70.57,71.4
30-09-2010,70.42,70.99,68.6,70.03
29-09-2010,70.62,71.74,70.2,70.56
28-09-2010,67.8,70.92,67.8,70.29
27-09-2010,67.8,69.44,67.47,69.13
24-09-2010,67.56,67.72,66.62,67.39
23-09-2010,66.8,68.2,66.3,67.56
22-09-2010,65.73,66.74,65.14,66.47
21-09-2010,66.6,67.69,65.65,65.84
20-09-2010,66.2,66.63,65.28,66.43
17-09-2010,65.4,66.58,65.2,65.89
16-09-2010,65.62,67,65.2,65.86
15-09-2010,66,67.49,65.2,65.33
14-09-2010,66.4,67,65.02,65.74
13-09-2010,64.6,66.58,64.43,66.12
09-09-2010,63.8,64.8,63.66,64.15
08-09-2010,63.6,63.9,62.77,63.54
07-09-2010,64.78,64.93,63.38,63.52
06-09-2010,64.34,65.48,64.02,64.42
03-09-2010,64.2,64.2,62.9,63.73
02-09-2010,64.76,64.76,63.2,63.6
01-09-2010,62.51,64.24,62.46,63.97
31-08-2010,63,63,60.51,62.24
30-08-2010,64.4,65.43,62.68,63.28
27-08-2010,65,65.86,63.92,64.36
26-08-2010,65.8,66.27,64.79,65.2
25-08-2010,65.59,66.66,64.52,65.55
24-08-2010,66.57,66.8,65.08,65.72
23-08-2010,66.27,67.4,65.61,66.57
20-08-2010,68.24,68.24,66.11,66.3
19-08-2010,65.6,68.93,65.6,68.54
18-08-2010,66,66.29,64.71,65.56
17-08-2010,64.8,65.88,62.4,65.53
16-08-2010,64,65,63.04,63.73
13-08-2010,61.51,65.94,61.2,64.2
12-08-2010,59.6,61.65,59.4,61.15
11-08-2010,60.6,61.1,59.88,60.1
10-08-2010,61.1,61.8,60.42,60.55
09-08-2010,59.64,61.09,59.5,60.99
06-08-2010,60,60.73,59,59.26
05-08-2010,60.8,61.14,59.6,59.85
04-08-2010,62.27,62.27,60.33,60.72
03-08-2010,61.6,62.37,61.41,61.85
02-08-2010,59.2,61.5,59.2,61.09
30-07-2010,58.66,59.85,58.63,59.13
29-07-2010,58.54,58.99,58.07,58.4
28-07-2010,60.3,60.3,58.02,58.35
27-07-2010,60,60.56,59.73,59.95
26-07-2010,60.4,60.73,59.21,59.75
23-07-2010,60,60.88,59.76,60.37
22-07-2010,59.8,60.6,59.08,59.76
21-07-2010,60,60.94,58.24,59.57
20-07-2010,59.8,60.38,59.22,59.49
19-07-2010,59.43,60.55,59.35,59.57
16-07-2010,57.5,60.2,57.4,59.89
15-07-2010,57.2,57.69,56.91,57.33
14-07-2010,58.13,58.54,56.47,56.82
13-07-2010,57.3,57.88,56.92,57.53
12-07-2010,57.4,58.2,56.82,57.17
09-07-2010,55.52,57.32,55.3,57.14
08-07-2010,54.42,55.34,54.42,55.16
07-07-2010,54.98,55.17,53.74,54.02
06-07-2010,53.8,55.78,53.67,55.17
05-07-2010,53.2,54.05,53.2,53.68
02-07-2010,53.8,54.78,53.17,53.56
01-07-2010,53.4,54.24,53.2,53.92
30-06-2010,52.6,54.04,52.4,53.86
29-06-2010,52,54.4,52,53.59
28-06-2010,54.04,54.7,53.72,54.41
25-06-2010,54.3,54.88,53.76,54.45
24-06-2010,55.8,55.8,53.8,54.21
23-06-2010,54.6,55.59,54.26,55.39
22-06-2010,56,56,52.56,54.37
21-06-2010,56,56.98,56,56.33
18-06-2010,57,57.3,55.67,55.98
17-06-2010,55.89,57.18,55.81,56.84
16-06-2010,56.9,57.66,56.36,56.57
15-06-2010,57.1,57.1,56.02,56.74
14-06-2010,57.8,57.97,56.83,57.34
11-06-2010,57.2,58.06,56.4,57.52
10-06-2010,56.4,56.66,55.08,56.36
09-06-2010,56.8,57.24,54.84,55.85
08-06-2010,57.74,58.66,56.3,56.51
07-06-2010,55,57.63,55,57.2
04-06-2010,59.67,59.88,58.11,58.44
03-06-2010,57,59.45,56.71,59.05
02-06-2010,56,56.99,55.8,56.71
01-06-2010,57.07,57.34,55.4,55.79
31-05-2010,56.4,57.94,55.93,57.59
28-05-2010,54.36,56.94,53.83,56.35
27-05-2010,52.58,53.99,50.71,53.44
26-05-2010,52.26,52.78,51.71,52.25
25-05-2010,52.48,52.56,51.3,51.64
24-05-2010,53.99,54.56,52.32,52.77
21-05-2010,54,54.2,52.13,53.08
20-05-2010,52.8,55.19,52.53,54.87
19-05-2010,54,54.78,52.72,53.04
18-05-2010,54.54,55.37,53.93,54.55
17-05-2010,51.44,55.27,48,54.56
14-05-2010,55.6,55.6,54.26,54.57
13-05-2010,55.2,55.97,54.79,55.42
12-05-2010,55.34,55.48,53.28,54.41
11-05-2010,55.8,56.19,54.6,55.18
10-05-2010,53.32,55.95,53.3,55.59
07-05-2010,52.51,53.86,52.4,52.95
06-05-2010,54.9,55.28,53.52,54.01
05-05-2010,54.64,55.8,54.02,55.27
04-05-2010,57.9,58.08,55.66,55.88
03-05-2010,56.95,57.97,56.44,57.39
30-04-2010,59.6,59.6,56.71,57.13
29-04-2010,55.38,59.08,55.38,58.65
28-04-2010,54.4,56,54.08,55.46
27-04-2010,56.56,57.08,54.85,55.12
26-04-2010,54.82,56.49,54.7,56.26
23-04-2010,53.7,54.53,53.7,54.21
22-04-2010,54.34,54.78,53.45,53.79
21-04-2010,51.77,54.63,51.61,54.35
20-04-2010,50.82,51.79,50.32,51.31
19-04-2010,49,51.06,49,50.77
16-04-2010,50.2,50.47,49.35,49.89
15-04-2010,51.9,52.4,50.02,50.39
13-04-2010,52.9,53,51.33,51.55
12-04-2010,52.74,52.96,52.25,52.66
09-04-2010,51.99,52.98,51.95,52.73
08-04-2010,51.99,52.48,51.54,51.99
07-04-2010,52.6,52.86,51.4,52.09
06-04-2010,53.2,53.58,52.22,52.48
05-04-2010,52.2,53.07,51.98,52.84
01-04-2010,51.56,51.93,51.31,51.61
31-03-2010,51.82,51.82,50.47,51.24
30-03-2010,52.01,52.16,51.14,51.31
29-03-2010,50.42,52,50.42,51.49
26-03-2010,48.4,50.5,48.4,50.28
25-03-2010,47.94,48.6,47.2,48.18
23-03-2010,48.42,48.62,47.4,47.58
22-03-2010,48.56,48.9,47.75,47.96
19-03-2010,50.01,50.48,48.23,49.46
18-03-2010,49.3,50.16,48.96,49.91
17-03-2010,49.3,49.7,49.01,49.19
16-03-2010,50,50,48.51,48.9
15-03-2010,50.6,50.6,49.51,49.71
12-03-2010,50.6,51.74,50.6,50.75
11-03-2010,49.26,50.74,49.26,50.36
10-03-2010,49.6,50.17,49.27,49.67
09-03-2010,51,51.01,49.6,49.83
08-03-2010,50.98,51.34,50.32,50.8
05-03-2010,51.02,51.34,50.12,50.32
04-03-2010,49.6,51.18,49.53,50.9
03-03-2010,49.4,50.22,49.12,49.94
02-03-2010,48.18,49.34,47.64,49.02
26-02-2010,45.22,48.14,44.5,47.32
25-02-2010,46.4,46.6,44.64,44.95
24-02-2010,46.98,47.34,45.92,46.16
23-02-2010,48.5,48.5,46.8,47.23
22-02-2010,46.9,47.78,46.46,46.91
19-02-2010,47,47,45.42,45.87
18-02-2010,47.8,48.51,47.02,47.2
17-02-2010,48.4,48.8,47.48,48.37
16-02-2010,47.36,48.46,46.4,48
15-02-2010,47.99,48,46.4,46.85
11-02-2010,46.96,47.88,46.85,47.48
10-02-2010,48,48.37,46.28,46.52
09-02-2010,47.98,48.26,47.2,47.57
08-02-2010,48.98,48.98,46.78,47.69
05-02-2010,47.7,48.68,46.44,47.86
04-02-2010,50,50.58,48,48.54
03-02-2010,48.8,50.4,48.8,50.1
02-02-2010,51.02,51.51,48.3,48.67
01-02-2010,50,51,49.14,50.62
29-01-2010,48.86,50.45,47.8,49.85
28-01-2010,47.7,50.5,47.6,49.09
27-01-2010,48.6,48.99,46.26,47.17
25-01-2010,51.69,51.69,48.58,49.16
22-01-2010,52.24,52.8,51,51.85
21-01-2010,54.38,54.47,52.6,52.94
20-01-2010,57,57.55,54.4,54.64
19-01-2010,54.8,57.14,54.7,56.8
18-01-2010,53.03,54.7,53.03,54.46
15-01-2010,54.14,54.45,53.23,53.42
14-01-2010,52.6,54.22,52.6,53.82
13-01-2010,52.34,52.61,51.34,52.51
12-01-2010,53.6,54.1,52.07,52.62
11-01-2010,53.1,54.16,52.81,53.52
08-01-2010,53,53.34,52.4,52.55
07-01-2010,53.91,53.95,52.61,52.8
06-01-2010,54.68,55.17,53.42,53.71
05-01-2010,53.99,55.76,52,54.48
04-01-2010,53.76,53.9,53.23,53.69
31-12-2009,54.6,54.83,52.88,53.23
30-12-2009,54.28,54.9,54.02,54.39
29-12-2009,55,55.14,53.81,54.54
24-12-2009,53.61,54.88,53.05,54.2
23-12-2009,51.82,53.76,51.82,53.61
22-12-2009,50.28,51.98,50.01,51.82
21-12-2009,50,50.38,49.2,49.74
18-12-2009,50.39,50.98,49.9,50.15
17-12-2009,49.3,50.68,49,50.41
16-12-2009,49.78,49.99,48.6,49.37
15-12-2009,50.57,50.69,49.3,49.51
14-12-2009,51.44,51.57,49.71,49.95
11-12-2009,52.6,52.68,50.8,51.2
10-12-2009,53.24,53.48,51.48,51.68
09-12-2009,54.2,54.88,52.8,52.95
08-12-2009,53.98,54.56,53.42,54.37
07-12-2009,53.5,54.87,53.04,53.86
04-12-2009,53.38,54.34,52.67,52.86
03-12-2009,54.6,55.52,53.28,53.57
02-12-2009,54.56,55.68,54.01,54.3
01-12-2009,50.94,54.5,50.51,54.06
30-11-2009,50.58,50.98,49.8,50.51
27-11-2009,48.71,49.97,47,49.77
26-11-2009,50.3,50.96,49.73,49.97
25-11-2009,50.77,51.37,50,50.46
24-11-2009,51.2,51.96,50.46,50.81
23-11-2009,52,52.4,50.64,50.98
20-11-2009,49.74,52.16,48.91,51.9
19-11-2009,51.94,51.94,49.48,49.93
18-11-2009,52.1,52.65,50.4,51.78
17-11-2009,53.14,53.14,51.44,52.17
16-11-2009,53,54,52.35,52.5
13-11-2009,53.18,53.78,52.2,52.64
12-11-2009,54.29,54.9,52.82,53.25
11-11-2009,54.22,54.95,53.46,54.69
10-11-2009,54.22,54.87,52.82,54
09-11-2009,51.6,53.89,51.05,53.37
06-11-2009,49.56,51.36,49.01,50.83
05-11-2009,45,49,44,48.16
04-11-2009,44.4,45.5,42.8,45.23
03-11-2009,47.53,47.53,43,43.62
30-10-2009,47,49.54,46.9,47.65
29-10-2009,46.42,47.6,45,46.74
28-10-2009,46.88,48.58,44.31,47.67
27-10-2009,49.12,50.26,46.2,46.97
26-10-2009,51.2,51.75,49,49.43
23-10-2009,50,51.68,49.8,51.27
22-10-2009,48.03,50.94,48.03,49.4
21-10-2009,51.2,51.8,48.36,48.8
20-10-2009,49.16,52.4,48.8,50.75
16-10-2009,47.4,48.4,46.2,47.36
15-10-2009,44.38,47.68,44.21,47.1
14-10-2009,42.2,44.5,42.2,44.17
12-10-2009,42,42.58,41.67,42.04
09-10-2009,42,42.88,41.5,41.75
08-10-2009,42.17,42.74,41.13,41.85
07-10-2009,39,42.68,38.83,41.62
06-10-2009,38.78,39.2,36.91,38.42
05-10-2009,39.78,39.78,38.04,38.26
01-10-2009,39.6,41.38,39.6,39.89
30-09-2009,39.2,41.29,39.2,41.01
29-09-2009,38.2,39.8,38.13,39.29
25-09-2009,38.23,39.18,37.52,37.82
24-09-2009,37.8,38.8,37.21,38.64
23-09-2009,39.52,39.58,38.08,38.44
22-09-2009,39.48,39.96,39.01,39.41
18-09-2009,38.68,39.84,38.28,39.29
17-09-2009,38.15,40.6,36.93,38.81
16-09-2009,37.5,38.36,37.3,38.08
15-09-2009,35.8,37.6,35.74,37.28
14-09-2009,35.12,35.78,34.6,35.6
11-09-2009,34.25,35.59,33.85,35.04
10-09-2009,34.19,34.84,33.9,34.19
09-09-2009,34.51,34.68,33.36,33.84
08-09-2009,34.31,35.2,34.04,34.35
07-09-2009,33.8,34.39,33.6,34.09
04-09-2009,33.4,33.7,33,33.6
03-09-2009,32.65,33.56,32.48,32.98
02-09-2009,32.64,33.4,32.05,32.66
